%time,field.header.seq,field.header.stamp,field.header.frame_id,field.orientation.x,field.orientation.y,field.orientation.z,field.orientation.w,field.orientation_covariance0,field.orientation_covariance1,field.orientation_covariance2,field.orientation_covariance3,field.orientation_covariance4,field.orientation_covariance5,field.orientation_covariance6,field.orientation_covariance7,field.orientation_covariance8,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.angular_velocity_covariance0,field.angular_velocity_covariance1,field.angular_velocity_covariance2,field.angular_velocity_covariance3,field.angular_velocity_covariance4,field.angular_velocity_covariance5,field.angular_velocity_covariance6,field.angular_velocity_covariance7,field.angular_velocity_covariance8,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.linear_acceleration_covariance0,field.linear_acceleration_covariance1,field.linear_acceleration_covariance2,field.linear_acceleration_covariance3,field.linear_acceleration_covariance4,field.linear_acceleration_covariance5,field.linear_acceleration_covariance6,field.linear_acceleration_covariance7,field.linear_acceleration_covariance8
1592874836695065332,1828,1592874836694873169,imu_link,0.0010736055189,0.00380802195791,0.882682461266,0.469953209281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00187371651316,0.00138057346473,0.00368828640364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0313535897993,-0.0451924405992,-9.83672747612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1592874836705149804,1829,1592874836704880735,imu_link,0.0010541386667,0.00381371493375,0.882676543497,0.469964321976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00188001356271,0.00263485301769,0.001261362157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0313535897993,-0.0476051117294,-9.8367590189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1592874836715073481,1830,1592874836714891477,imu_link,0.00103991150502,0.00383444812027,0.882664769836,0.469986297334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00432976804368,0.00266742706657,-0.00117558002253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03613944198,-0.0549407607876,-9.82955441475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1592874836725111075,1831,1592874836724876361,imu_link,0.00103257391217,0.0038416570113,0.882658756161,0.469997548541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00187999964873,0.000191622419834,0.00122868030731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0361206199042,-0.0622762592509,-9.82236149311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1592874836735038820,1832,1592874836734908523,imu_link,0.0010442483113,0.00383055782024,0.882649675546,0.4700146664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000661420172994,-0.00467848687914,-6.14068717336e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0337120079901,-0.0598959477618,-9.81990582943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1592874836745359449,1833,1592874836745149762,imu_link,0.00104414518409,0.00383267003133,0.882655048209,0.470004559842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00186737043961,-0.00109528233538,0.00609879124801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0312783083413,-0.0600582251325,-9.80776302814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1592874836755434192,1834,1592874836754961378,imu_link,0.00110760918874,0.00384072651353,0.882659891737,0.469995252679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00919772712943,-0.0120901333096,0.00597077018266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0336931904778,-0.057580661308,-9.81258440018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1592874836765376345,1835,1592874836765198087,imu_link,0.00115314008848,0.00385231854693,0.882665022192,0.46998541308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00797599158676,-0.00842521588427,0.00601657707317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0313034006394,-0.0599283393472,-9.81748170853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1592874836775366408,1836,1592874836774973124,imu_link,0.00113505240864,0.00383007845993,0.882673345768,0.469970006304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00424443271689,0.000110235996549,0.0073209195029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0265112759545,-0.0622759306803,-9.82238602638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1592874836785445730,1837,1592874836785222638,imu_link,0.00116267166286,0.00383724020233,0.882678550607,0.469960104775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00553252518277,-0.00476025632689,0.00605921469798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0217191489879,-0.0597981295548,-9.82722609043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1592874836795219234,1838,1592874836794963069,imu_link,0.00117092303282,0.00386524080281,0.882686873684,0.469944222093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00675109406048,0.00133148157544,0.00736559819099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0144995914539,-0.0671008896083,-9.82248182297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1592874836805250696,1839,1592874836804935028,imu_link,0.00118198550605,0.00389275975464,0.882703677905,0.469912402842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00674162839542,0.00128250294853,0.0110304334329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00966982832178,-0.0696433004923,-9.81280753613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1592874836815491092,1840,1592874836814961520,imu_link,0.00119656122537,0.0039113687975,0.882688861172,0.469940042769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00555459300923,0.000240497748478,-0.00242684973535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0048526044935,-0.0697080836631,-9.80796046257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1592874836825107098,1841,1592874836824896369,imu_link,0.00119220289535,0.00390977016643,0.882674254501,0.469967501845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000667678666521,0.00146228543604,-0.00242315511951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00726120899199,-0.0648503133096,-9.81031916142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1592874836835275579,1842,1592874836834972044,imu_link,0.00119244640766,0.00388377426882,0.882680070189,0.469956793823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00302274294731,-0.00233305939232,0.00729132460539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0144933155272,-0.0623079936951,-9.81998643875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1592874836845413882,1843,1592874836844989760,imu_link,0.00119327536037,0.00385101219061,0.882657316397,0.46999979533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00421292809363,-0.00339137801435,-0.00494434577523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0168956503738,-0.0623080712743,-9.8199805975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1592874836855172577,1844,1592874836854915842,imu_link,0.00117640778423,0.0038388324668,0.882643314269,0.470026232466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00300067330033,0.00144608826728,-0.00121105676092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0192791699897,-0.0696436290629,-9.81278300285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1592874836865815857,1845,1592874836865531219,imu_link,0.00119320903864,0.0038378163996,0.882663478782,0.469988330326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00307010612257,-0.0036365069063,0.0133987981746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0216877819039,-0.0599604799412,-9.81507627964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1592874836875236763,1846,1592874836874967423,imu_link,0.00116744093464,0.00382675937637,0.882678256382,0.469960731024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00181050505885,0.00250442314396,0.0110245536726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0265050011687,-0.0502449529245,-9.81979484558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1592874836885118261,1847,1592874836884918443,imu_link,0.00115914556286,0.00380407912695,0.882692749016,0.469933714686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0018105171523,-0.00238206103581,0.0109592323653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0337182873394,-0.0453873331659,-9.82214186192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1592874836895449179,1848,1592874836894966877,imu_link,0.00114594008411,0.00377748471833,0.882704314847,0.469912236467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00302910202458,-0.00236568467584,0.00973444355008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0385229593143,-0.0453874974512,-9.82212901115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1592874836905674548,1849,1592874836905480771,imu_link,0.00112878092787,0.00378197367945,0.882721181472,0.469880557493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00185464110187,0.00128269800427,0.0110176356956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0385355043225,-0.0477352348156,-9.8270216465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1592874836915744763,1850,1592874836915203579,imu_link,0.00116655479555,0.00377748231144,0.882726223307,0.469871029606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043107056361,-0.00842505307775,0.00600685497483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0289198855869,-0.0598308360204,-9.82477860451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1592874836925016577,1851,1592874836924865020,imu_link,0.00121079250014,0.00378565720755,0.882739812667,0.469845321265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00674469311124,-0.00725248978733,0.00969432552532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0168831042247,-0.0647856944241,-9.81515338421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1592874836935604221,1852,1592874836934971714,imu_link,0.00121964937959,0.00378921622826,0.882733731304,0.469856695083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031015836981,0.000191638251858,0.00123148091766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.91136203487e-05,-0.0601545647718,-9.80055491924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1592874836945419123,1853,1592874836945173528,imu_link,0.00123551036567,0.00378501952632,0.882733318376,0.469857463248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00309526623272,-0.00106263670104,0.00365837447553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00720298924716,-0.0530461268499,-9.79075679779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1592874836955338332,1854,1592874836954943986,imu_link,0.00120528784808,0.00375595631473,0.882739036411,0.469847032203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00546313475265,0.00501310474489,0.0061611414662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00960532694589,-0.0506333461963,-9.79073051214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1592874836965656586,1855,1592874836964946462,imu_link,0.00119320867041,0.00373408457234,0.882752236016,0.469822437388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00302915820063,0.00129916981152,0.00978330943478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00241262578056,-0.05542667564,-9.79319376945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1592874836975212278,1856,1592874836975024542,imu_link,0.00119122547609,0.00374143436497,0.882762462462,0.469803168911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00308262349973,0.00131528362646,0.0085774446676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0120407938026,-0.0553295875899,-9.80045912266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1592874836985376590,1857,1592874836984894037,imu_link,0.00117234130128,0.00372611971195,0.882752607181,0.469821855774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00300393983383,0.00142977432515,1.03382621613e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0192791699897,-0.0599928578362,-9.81265332699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1592874836995327440,1858,1592874836994950036,imu_link,0.00117198859164,0.00372558385131,0.882765590581,0.469797465462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00063600577517,-0.00114418749129,0.00976006815298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0265050011687,-0.0671337923035,-9.82002031803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1592874837005338473,1859,1592874837004992277,imu_link,0.00115844837548,0.00373334730946,0.882781471198,0.469767595971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000632849513186,0.00128273246412,0.0110143171472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0337371048518,-0.0694168195128,-9.82975418568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1592874837015282378,1860,1592874837014894825,imu_link,0.00114806277128,0.00373390578336,0.882797258889,0.469737947795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000588879007472,6.11604188032e-05,0.0109948209357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0337308300659,-0.0718620054424,-9.82735693455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1592874837025127577,1861,1592874837024908252,imu_link,0.00115731871675,0.00375268726983,0.882821416004,0.46969237315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00428856680936,-0.00120959436301,0.0146559475177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0289261558093,-0.0742745168507,-9.82740015984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1592874837035241655,1862,1592874837034949983,imu_link,0.00113925994529,0.00377208879283,0.882840865678,0.469655702959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00185141995134,0.00370963018318,0.0122716922348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0289261558093,-0.0742745168507,-9.82740015984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1592874837045417770,1863,1592874837045196542,imu_link,0.00116609671264,0.00378131279799,0.882845650968,0.469646567601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00431064425856,-0.0047601751837,0.00605561630965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0241026617587,-0.0743717691861,-9.82012312412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1592874837055160335,1864,1592874837054932233,imu_link,0.00119070720594,0.00380527911703,0.882841800589,0.469653550184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00676355994293,-0.00348965541968,0.00241338230668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0289136108011,-0.0743394506164,-9.82254023552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1592874837065392416,1865,1592874837064979204,imu_link,0.00119390890711,0.00381835798464,0.882858127273,0.469622744159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00307629693175,-0.00116055266807,0.0109878748706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0337245598435,-0.071894474607,-9.82492697239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1592874837075787005,1866,1592874837075038228,imu_link,0.00120502807069,0.00384341078794,0.882880091529,0.469581217771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0055134424894,-0.0011932812011,0.0134374036071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0313096754253,-0.0767847232521,-9.82013714314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1592874837085254810,1867,1592874837084989397,imu_link,0.00120974553539,0.00386348020606,0.882879157308,0.469582797415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00431694741985,0.000158982815969,0.00367761997543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0240901167504,-0.0744367029518,-9.81526319981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1592874837095247047,1868,1592874837094961166,imu_link,0.00119833298973,0.00388371700783,0.88288315481,0.469575143819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00308890949612,0.00379124332625,0.00616665712244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0168642832898,-0.0721211928874,-9.80796163082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1592874837105096784,1869,1592874837104902196,imu_link,0.00120842960636,0.00389668916773,0.882895448126,0.469551896163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00430116975097,-0.00114425602088,0.00976934448393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0216564171016,-0.0673609121703,-9.80302460194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1592874837115132645,1870,1592874837114903210,imu_link,0.00118421206678,0.00390458532817,0.882902309906,0.469538989881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000642289886017,0.00377501026723,0.00738193085848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0288822391536,-0.0624383723363,-9.81023037434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1592874837125132686,1871,1592874837124905907,imu_link,0.00119524294375,0.00391426336031,0.882903051182,0.469537487481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00431377347281,-0.00230057350863,0.00486651437288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0289073337335,-0.062308486551,-9.81994905472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
